"","city","lat","lng","group"
"494","Arriaga",16.2361,-93.8995,"A"
"495","Pinal de Amoles",21.1342,-99.4586,"C"
"496","Acatlán",20.2333,-103.5333,"B"
"497","Atlatlahucan",18.935,-98.9,"A"
"498","Miahuatlán",18.5667,-97.4333,"B"
"499","Álamo",20.9167,-97.675,"A"
"500","Santa María Tonameca",15.7458,-96.5472,"B"
"501","Sultepec",18.8667,-99.95,"C"
"502","Hunucmá",21.0153,-89.8744,"B"
"503","Ixhuatlancillo",18.9,-97.15,"C"
"504","Jamay",20.29,-102.71,"C"
"505","Zumpango del Río",17.65,-99.5,"B"
"506","Carlos A. Carrillo",18.3667,-95.75,"A"
"507","Amatán",17.3667,-92.8167,"A"
"508","San Agustín Loxicha",16.0167,-96.6167,"C"
"509","Las Margaritas",16.3159,-91.9816,"C"
"510","El Salto",23.7823,-105.3585,"C"
"511","Santa María Colotepec",15.8833,-96.9167,"A"
"512","Manlio Fabio Altamirano",19.1003,-96.3411,"A"
"513","Tantoyuca",21.35,-98.2333,"A"
"514","San Miguel Ocotenco",19.0666,-97.4525,"C"
"515","Ciudad Serdán",18.9833,-97.45,"C"
"516","Atotonilco el Grande",20.6667,-98.6667,"C"
"517","San Juan Cotzocón",17.1667,-95.7833,"C"
"518","Cazones de Herrera",20.7044,-97.3106,"A"
"519","Ahualulco de Mercado",20.6167,-103.8667,"C"
"520","Tecali",18.9,-97.9667,"C"
"521","San Martín Totolán",20.0833,-102.65,"C"
"522","Cerro Azul",21.192,-97.7409,"A"
"523","General Pánfilo Natera",22.665,-102.1097,"B"
"524","San Buenaventura",27.0625,-101.5467,"B"
"525","Doctor Mora",21.1425,-100.3192,"B"
"526","La Higuerita",19.5,-104.8833,"A"
"527","La Huerta",19.4833,-104.65,"A"
"528","Ozuluama de Mascareñas",21.6667,-97.85,"A"
"529","Motul",21.1667,-89.4667,"B"
"530","Tototlán",20.5333,-102.7833,"C"
"531","Soledad Atzompa",18.75,-97.15,"C"
"532","Tamiahua",21.2788,-97.4462,"A"
"533","Rafael Delgado",18.8167,-97.0667,"C"
"534","Oxkutzkab",20.3056,-89.4183,"A"
"535","Frontera",18.5336,-92.6469,NA
"536","Malinalco",18.9483,-99.4947,"C"
"537","Naolinco de Victoria",19.6367,-96.8525,"C"
"538","San Miguel de Papasquiaro",24.8304,-105.34,"C"
"539","Ojinaga",29.5644,-104.4164,"B"
"540","Tequixquiac",19.9097,-99.1417,"C"
"541","Yahualica de González Gallo",21.1781,-102.886,"C"
"542","Tlacolula de Matamoros",16.9542,-96.4792,"B"
"543","Huautla",21.0308,-98.285,"C"
"544","Emiliano Zapata",17.7446,-91.7651,"A"
"545","Puente Nacional",19.3333,-96.4833,"A"
"546","Acatlán",20.1444,-98.4383,"B"
"547","Yahualica",20.9531,-98.38,"C"
"548","Huejúcar",22.3591,-103.2108,"B"
"549","Ocatlán",19.3167,-98.2283,"C"
"550","Chalchihuitán",17.0333,-92.6167,"A"
"551","Axapusco",19.7194,-98.7972,"C"
"552","Pueblo Juárez",17.7,-93.2,"A"
"553","Charo",19.75,-101.05,"C"
"554","Magdalena",20.9167,-103.95,"C"
"555","Chapa de Mota",19.8144,-99.5269,"C"
"556","Comalapa",15.65,-92.15,"A"
"557","Tixtla de Guerrero",17.5667,-99.4,"A"
"558","Sombrerete",23.6333,-103.6397,"C"
"559","Ocotlán de Morelos",16.7914,-96.675,"C"
"560","Tlaltenango de Sánchez Román",21.7815,-103.3059,"C"
"561","Cuilapan de Guerrero",16.9972,-96.7817,"C"
"562","Chapala",20.2961,-103.1911,"C"
"563","Acatic",20.7803,-102.91,"C"
"564","San Martín de las Pirámides",19.7333,-98.8167,"C"
"565","Allende",28.3333,-100.8333,"B"
"566","Fortín de las Flores",18.9,-97,"C"
"567","Tapalpa",19.9445,-103.7585,"C"
"568","Degollado",20.4667,-102.15,"C"
"569","Valle Nacional",17.7667,-96.3,"A"
"570","Nogales",18.8167,-97.1667,"C"
"571","Chocamán",19.0167,-97.0333,"C"
"572","Altepexi",18.35,-97.3167,"B"
"573","Xoxocotla",18.685,-99.2439,"A"
"574","Texistepec",17.9,-94.8167,"A"
"575","Chachahuantla",20.2756,-98.1503,"C"
"576","Pahuatlán de Valle",20.2756,-98.1503,"C"
"577","Tepexi de Rodríguez",18.5833,-97.9333,"B"
"578","Chapulhuacán",21.1547,-98.9039,"C"
"579","La Resolana",19.3425,-104.2878,"A"
"580","Atoyac de Álvarez",17.2,-100.4333,"A"
"581","Colonia General Felipe Ángeles",23.9167,-104.6,"B"
"582","Santa María Chilchotla",18.2333,-96.8167,"C"
"583","Las Vigas de Ramírez",19.6369,-97.1,"C"
"584","Cruz Grande",16.7333,-99.1333,"A"
"585","Huanímaro",20.3675,-101.4969,"C"
"586","Villa Hidalgo",21.6667,-102.6,"B"
"587","Naranjos",21.3509,-97.6866,"A"
"588","Teopisca",16.55,-92.5,"C"
"589","Castillo de Teayo",20.75,-97.6333,"A"
"590","Etzatlán",20.7667,-104.1333,"C"
"591","Cárdenas",22.01,-99.652,"B"
"592","Ciudad Miguel Alemán",26.4003,-99.0253,"B"
"593","El Arenal",20.7,-103.6167,"C"
"594","Comapa",19.165,-96.8856,"C"
"595","Zimatlán de Álvarez",16.8667,-96.7833,"A"
"596","Tepetlixpa",19.0006,-98.8178,"C"
"597","Peto",20.1256,-88.9214,"A"
"598","Atlapexco",21.0221,-98.3543,"A"
"599","Calvillo",21.85,-102.7167,"B"
"600","Colotlán",22.2,-103.3,"B"
"601","Chiconcuac",19.55,-98.9,"C"
"602","Lerdo de Tejada",18.638,-95.5085,"A"
"603","San Juan Zitlaltepec",19.7167,-99.05,"C"
"604","Hidalgotitlán",17.7833,-94.6333,"A"
"605","Suchiapa",16.6181,-93.0942,"A"
"606","Jesús María",20.6078,-102.2242,"C"
"607","Cardonal",20.6167,-99.1167,"B"
"608","José Cardel",19.3667,-96.3667,"A"
"609","Mapastepec",15.4411,-92.8916,"A"
"610","Texcaltitlán",18.9297,-99.9372,"C"
"611","Puerto Morelos",20.8536,-86.8753,"A"
"612","Jamiltepec",16.2833,-97.8167,"A"
"613","Senguio",19.7328,-100.3522,"C"
"614","Cacahoatán",14.9898,-92.1681,"A"
"615","Cherán",19.6833,-101.95,"C"
"616","Ixtlahuacán del Río",20.8667,-103.25,"C"
"617","Cotija de la Paz",19.8167,-102.6833,"C"
"618","Santa Ana Jilotzingo",19.4,-99.2333,"C"
"619","Vista Hermosa de Negrete",20.2717,-102.4749,"C"
"620","San Ignacio Cerro Gordo",20.7333,-102.517,"C"
"621","Ajacuba",20.0833,-99.1167,"B"
"622","Huehuetla",20.1075,-97.6233,"C"
"623","Tlalnelhuayocan",19.5667,-96.9667,"C"
"624","Santa Catarina Juquila",16.2379,-97.2914,"A"
"625","Aldama",28.8386,-105.9111,"B"
"626","Asunción Nochixtlán",17.45,-97.2167,"B"
"627","Santa Cruz Zenzontepec",16.5333,-97.5,"A"
"628","Coalcomán de Vázquez Pallares",18.7833,-103.1667,"A"
"629","San Blas Atempa",16.3167,-95.2167,"A"
"630","Cuautitlán",19.4522,-104.3583,"A"
"631","Filomeno Mata",20.2,-97.7,"C"
"632","Santiago Ixcuintla",21.811,-105.2079,"A"
"633","San José Tenango",18.15,-96.7333,"C"
"634","Pijijiapan",15.6833,-93.2167,"A"
"635","San Sebastián Tutla",17.0667,-96.6667,"B"
"636","Xochiatipan de Castillo",20.8333,-98.285,"C"
"637","Tlacoachistlahuaca",16.7833,-98.2,"A"
"638","Cuquío",20.929,-103.0229,"C"
"639","Unión de San Antonio",21.128,-102.006,"C"
"640","Zapotlán del Rey",20.4674,-102.9248,"C"
"641","San Bartolo Tutotepec",20.4,-98.2,"C"
"642","Villa Corona",20.3989,-103.6889,"C"
"643","Mazapil",24.6383,-101.5553,"B"
"644","Benito Juárez",20.8833,-98.2,"A"
"645","Amacuzac",18.6,-99.37,"A"
"646","Palau",27.9167,-101.4167,"B"
"647","Santos Reyes Nopala",16.1,-97.15,"A"
"648","Compostela",21.2333,-104.9,"A"
"649","Moloacán",17.9833,-94.35,"A"
"650","Tenango de Doria",20.3356,-98.2267,"C"
"651","Ciudad Hidalgo",14.6792,-92.1497,"A"
"652","Pajapan",18.2667,-94.6833,"A"
"653","Tepatlaxco",19.0667,-97.9667,"C"
"654","Tasquillo",20.6167,-99.25,"C"
"655","Totutla",19.2167,-96.9667,"C"
"656","Ziracuaretiro",19.4333,-101.9167,"C"
"657","Mecayapan",18.2167,-94.8333,"A"
"658","Tecolotlán",20.1,-103.8333,"C"
"659","Ejutla de Crespo",16.5672,-96.7308,"B"
"660","Pisaflores",21.1933,-99.005,"A"
"661","Calnali",20.9,-98.5833,"C"
"662","Tlahuelilpan",20.1297,-99.2286,"B"
"663","San Felipe",31.0275,-114.8353,"B"
"664","Ignacio de la Llave",18.6618,-95.9721,"A"
"665","Peñamiller",21.0519,-99.815,"B"
"666","Dzitbalché",20.3167,-90.05,"A"
"667","San Juan Lalana",17.4667,-95.8833,"A"
"668","Guadalupe Victoria",19.2833,-97.3333,"C"
"669","Zinapécuaro",19.8603,-100.8275,"C"
"670","Alfajayucan",20.4,-99.35,"B"
"671","Salinas de Hidalgo",22.628,-101.7156,"B"
"672","San Julián",21.0167,-102.1667,"C"
"673","Nuevo San Juan Parangaricutiro",19.4,-102.1333,"C"
"674","Chinampa de Gorostiza",21.3667,-97.7333,"A"
"675","Jilotepec",19.6097,-96.9511,"C"
"676","Jalpa de Méndez",18.1764,-93.0631,"A"
"677","Epitacio Huerta",20.1348,-100.2934,"C"
"678","Santa María Petapa",16.8167,-95.1167,"A"
"679","Ciudad Guadalupe Victoria",24.4497,-104.1225,"B"
"680","Zapotlán de Juárez",19.9667,-98.85,"C"
"681","Juchique de Ferrer",19.8333,-96.7,"A"
"682","Cosautlán",19.3333,-96.9833,"C"
"683","Oteapan",18,-94.6667,"A"
"684","Santa Anita",30.5118,-111.1234,"B"
"685","Izamal",20.9314,-89.0178,"A"
"686","Venustiano Carranza",16.3294,-92.5625,"A"
"687","Santiago Tulantepec",20.0397,-98.3575,"C"
"688","Ciudad de Huitzuco",18.3,-99.35,"A"
"689","El Rosario",22.9922,-105.8572,"A"
"690","Vicente Guerrero",23.75,-103.9833,"B"
"691","Tlaltetela",19.3167,-96.9,"C"
"692","Ixhuatlán del Sureste",18.017,-94.38,"A"
"693","San Jacinto Amilpas",17.1,-96.7667,"B"
"694","La Cruz",23.9214,-106.8919,"B"
"695","Capilla de Guadalupe",20.65,-102.8,"C"
"696","Tatahuicapan",18.25,-94.7667,"A"
"697","Cosío",22.3667,-102.3,"B"
"698","Cochoapa el Grande",17.2,-98.45,"C"
"699","Madera",29.19,-108.1414,"C"
"700","Ayutla de los Libres",16.9,-99.2167,"A"
"701","Tanhuato de Guerrero",20.2819,-102.3319,"C"
"702","Amatitán",20.835,-103.731,"C"
"703","Erongarícuaro",19.5833,-101.7167,"C"
"704","Chilcuautla",20.3333,-99.2333,"B"
"705","Puréparo de Echaíz",19.9,-102.0167,"C"
"706","Pichucalco",17.5086,-93.1178,"A"
"707","Huasca de Ocampo",20.2028,-98.5758,"C"
"708","San Pedro Tapanatepec",16.3667,-94.2,"A"
"709","Zacualpan",18.7197,-99.78,"C"
"710","Nopala de Villagran",20.2528,-99.6433,"C"
"711","Huitzilan",19.9667,-97.6833,"C"
"712","La Magdalena Tlaltelulco",19.2667,-98.2,"C"
"713","El Arenal",20.2167,-98.9167,"B"
"714","Zozocolco de Hidalgo",20.1333,-97.5833,"A"
"715","Acala",16.5533,-92.8069,"A"
"716","Talpa de Allende",20.3806,-104.8222,"C"
"717","Calkiní",20.3667,-90.05,"A"
"718","Tecuala",22.4004,-105.46,"A"
"719","Coquimatlán",19.2038,-103.8086,"A"
"720","Chemax",20.655,-87.9372,"A"
"721","San Mateo del Mar",16.2,-94.9833,"A"
"722","Huixcolotla",18.9147,-97.7736,"B"
"723","Cerritos",22.4275,-100.2783,"B"
"724","Tepetzintla",21.1658,-97.8511,"C"
"725","Loreto",26.0128,-111.3433,"B"
"726","Tlaxcala",19.3125,-98.24,"C"
"727","Mineral del Monte",20.1333,-98.6667,"C"
"728","Técpan de Galeana",17.25,-100.6833,"A"
"729","Zontecomatlán de López y Fuentes",20.7667,-98.3333,"C"
"730","Guachochi",26.8194,-107.07,"C"
"731","Tlayacapan",18.9556,-98.9811,"C"
"732","Chiconquiaco",19.75,-96.8167,"C"
"733","Nacozari Viejo",30.3833,-109.6833,"B"
"734","Churumuco de Morelos",18.6167,-101.6333,"B"
"735","Santa Rosalía",27.3389,-112.2669,"B"
"736","Tianguistengo",20.7278,-98.6289,"C"
"737","San Andrés Timilpan",19.8667,-99.7333,"C"
"738","El Barrio de la Soledad",16.8,-95.1167,"A"
"739","Ciénega de Flores",25.95,-100.1833,"C"
"740","Bochil",16.9833,-92.9167,"A"
"741","Almoloya de Alquisiras",18.85,-99.85,"C"
"742","Juan Aldama",24.291,-103.394,"B"
"743","Grajales",19.25,-97.7833,"C"
"744","Santiago Jocotepec",17.5833,-95.8833,"A"
"745","Tepoztlán",18.9853,-99.0997,"C"
"746","Charcas",23.1261,-101.1128,"B"
"747","Santiago de Anaya",20.3844,-98.9647,"B"
"748","Ezequiel Montes",20.6667,-99.8833,"B"
"749","Mazamitla",19.9153,-103.0208,"C"
"750","Polotitlán de la Ilustración",20.2253,-99.8154,"C"
"751","Unión de Tula",19.957,-104.268,"A"
"752","Tampamolón Corona",21.5667,-98.8167,"A"
"753","San Pedro Pochutla",15.7476,-96.4666,"A"
"754","Aldama",22.9194,-98.0736,"C"
"755","Guerrero Negro",27.9589,-114.0561,"B"
"756","Tapilula",17.25,-93.0167,"A"
"757","Ixcatepec",21.2333,-98,"A"
"758","Chalma",21.2167,-98.4,"A"
"759","Ilamatlán",20.7833,-98.45,"C"
"760","Ascensión",31.0928,-107.9964,"B"
"761","Villa Unión",23.1883,-106.2158,"B"
"762","Cadereyta",20.7,-99.8167,"B"
"763","Soyaniquilpan",19.9892,-99.4361,"C"
"764","Miahuatlán",18.2833,-97.2833,"B"
"765","Villa Juárez",27.1278,-109.8426,"B"
"766","Santa María Jalapa del Marqués",16.4401,-95.4434,"B"
"767","Singuilucan",19.9675,-98.5178,"C"
"768","Mazatlán Villa de Flores",18.0167,-96.9167,"A"
"769","La Crucecita",15.7753,-96.1425,"B"
"770","Tezontepec",19.8833,-98.8167,"C"
"771","Nacozari de García",30.3736,-109.6864,"B"
"772","Chapantongo",20.2833,-99.4,"C"
"773","Valparaíso",22.7667,-103.5667,"B"
"774","Ayutla",20.0333,-104.4333,"C"
"775","Nuevo Ideal",24.8875,-105.0728,"B"
"776","Vicente Guerrero",30.7264,-115.9903,"B"
"777","Santa Cruz Amilpas",17.0667,-96.6833,"B"
"778","Pueblo Nuevo",17.15,-92.9,"C"
"779","Huazalingo",21.8156,-98.5078,"A"
"780","Santiago Amoltepec",16.6167,-97.5,"C"
"781","Isla Mujeres",21.2333,-86.7333,"A"
"782","Maxcanú",20.5833,-89.9833,"A"
"783","Xalpatlahuac",17.3333,-98.65,"C"
"784","El Fuerte",26.4214,-108.62,"B"
"785","Progreso",32.5842,-115.5842,"B"
"786","Bacalar",18.6769,-88.3953,"A"
"787","Villa Sola de Vega",16.5125,-96.9806,"A"
"788","Eloxochitlán",18.5088,-96.9227,"C"
"789","Santa Ana Maya",20,-101.0167,"C"
"790","San Pedro Jicayán",16.4167,-97.9833,"A"
"791","Santa Ana",30.5406,-111.1205,"B"
"792","San Miguel Xoxtla",19.1833,-98.3,"C"
"793","Mecatlán",20.2135,-97.6574,"C"
"794","Emiliano Zapata",19.65,-98.55,"C"
"795","Pantepec",17.1833,-93.05,"C"
"796","Tzintzuntzán",19.6283,-101.5789,"C"
"797","Juchipila",21.4103,-103.1175,"B"
"798","Cuichapa",18.7667,-96.8667,"A"
"799","Tempoal de Sánchez",21.5167,-98.3833,"A"
"800","La Magdalena Chichicaspa",19.4181,-99.3228,"C"
"801","Cocotitlán",19.2167,-98.85,"C"
"802","Citlaltépec",21.3366,-97.8784,"A"
"803","Yecuatla",19.8667,-96.7833,"C"
"804","San Carlos Yautepec",16.5,-96.1,"B"
"805","Jacala",21.0053,-99.1719,"C"
"806","El Parral",16.3662,-93.0067,"A"
"807","Pánuco de Coronado",24.5392,-104.3253,"B"
"808","Ojuelos de Jalisco",21.8667,-101.5833,"B"
"809","Jaltenango",15.8725,-92.725,"A"
"810","San Fernando",16.8717,-93.2063,"A"
"811","Abasolo",24.0559,-98.3733,"C"
"812","San Juan del Rio del Centauro del Norte",24.7667,-104.4667,"B"
"813","Chiautla de Tapia",18.3,-98.6039,"A"
"814","José María Morelos",19.75,-88.7,"A"
"815","Tolcayuca",19.95,-98.9167,"C"
"816","San Nicolás de los Ranchos",19.0667,-98.4833,"C"
"817","Ángel R. Cabada",18.5969,-95.4453,"A"
"818","San Pedro Ixcatlán",18.15,-96.5,"A"
"819","Mixtla de Altamirano",18.6,-97,"C"
"820","Tlachichilco",20.6217,-98.1994,"C"
"821","Tepetzintla",19.9667,-97.8333,"C"
"822","Santa Cruz Itundujia",16.8667,-97.65,"C"
"823","Jiquipilas",16.6677,-93.6505,"A"
"824","Huandacareo",19.9906,-101.275,"C"
"825","Espita",21.0128,-88.3047,"A"
"826","Epazoyucan",20.0177,-98.6361,"B"
"827","Olintla",20.1,-97.6833,"C"
"828","Muna",20.48,-89.72,"A"
"829","Sonoita",31.8614,-112.8544,"B"
"830","Ajijic",20.3,-103.2833,"C"
"831","Tlacolulan",19.6667,-97,"C"
"832","Zaragoza",17.9531,-94.6414,"A"
"833","Villa Purificación",19.8167,-104.7333,"A"
"834","Amatenango del Valle",16.5167,-92.4,"C"
"835","San Pablo Atlazalpan",19.2172,-98.909,"C"
"836","Anenecuilco",18.7781,-98.985,"A"
"837","González",22.8281,-98.4306,"A"
"838","Temamatla",19.2028,-98.87,"C"
"839","Pihuamo",18.95,-103.167,"C"
"840","Zaragoza",28.4869,-100.9175,"B"
"841","Jamapa",19.0411,-96.2411,"A"
"842","Candelaria",18.1835,-91.0463,"A"
"843","Mineral de Angangueo",19.6167,-100.2833,"C"
"844","San Luis de La Loma",17.2714,-100.8911,"A"
"845","La Trinitaria",16.1203,-92.0408,"C"
"846","Joquicingo",19.0556,-99.5467,"C"
"847","Tezoatlán de Segura y Luna",17.65,-97.8167,"C"
"848","Saucillo",28.0333,-105.2833,"B"
"849","Tixkokob",21.0022,-89.3936,"A"
"850","Acanceh",20.8133,-89.4524,"A"
"851","Álamos",27.0275,-108.94,"B"
"852","Nacajuca",18.1692,-93.0197,"A"
"853","Texcatepec",20.5833,-98.3667,"C"
"854","Soyaló",16.9333,-92.9833,"C"
"855","Villa Corzo",16.1848,-93.2677,"A"
"856","Totolapan",18.9869,-98.9197,"C"
"857","Emiliano Zapata",16.5392,-92.8967,"A"
"858","Villa Unión",23.9667,-104.0333,"B"
"859","Santa Bárbara",26.8133,-105.8203,"B"
"860","Santa Catarina Ayotzingo",19.2647,-98.8975,"C"
"861","Almoloya",19.7,-98.4,"C"
"862","Escuintla",15.3333,-92.6333,"A"
"863","Altamirano",16.7361,-92.0389,"A"
"864","San Ignacio Cohuirimpo",27.05,-109.4167,"B"
"865","Tenango del Aire",19.1575,-98.8581,"C"
"866","San Juanito",27.97,-107.6003,"C"
"867","Tierra Colorada",17.1656,-99.5264,"A"
"868","Candelaria Loxicha",15.9167,-96.4833,"A"
"869","Coacoatzintla",19.65,-96.9333,"C"
"870","Las Veredas",23.1503,-109.7061,"B"
"871","Santiago Tangamandapio",19.95,-102.4333,"C"
"872","Teotlaltzingo",19.2333,-98.4833,"C"
"873","Santiago Suchilquitongo",17.25,-96.8833,"C"
"874","Cuatro Ciénegas de Carranza",26.9861,-102.0664,"B"
"875","Molango",20.7844,-98.7175,"C"
"876","Coroneo",20.1333,-100.3333,"C"
"877","Canatlán",24.52,-104.78,"B"
"878","Teocuitatlán de Corona",20.0167,-103.1833,"C"
"879","Agua Blanca Iturbide",20.35,-98.35,"C"
"880","Hecelchakán",20.1667,-90.1333,"A"
"881","Jaltocan",21.1333,-98.5383,"A"
"882","Chavinda",20.0167,-102.45,"C"
"883","Minatitlán",19.3833,-104.05,"A"
"884","Tlalixtac de Cabrera",17.0667,-96.65,"B"
"885","Tetela del Volcán",18.8931,-98.7297,"C"
"886","San Blas",21.5397,-105.2856,"A"
"887","Akil",20.2656,-89.3478,"A"
"888","Mexicaltzingo",19.2092,-99.5858,"C"
"889","Cuapiaxtla de Madero",18.9167,-97.8167,"C"
"890","La Misión",21.1,-99.1333,"C"
"891","Chichihualco",17.655,-99.674,"A"
"892","Ciudad Tula",23,-99.72,"B"
"893","Parilla",17.9119,-92.9175,"A"
"894","Benemérito",16.5158,-90.6533,"A"
"895","Huejuquilla el Alto",22.6256,-103.8964,"C"
"896","Pajacuarán",20.1178,-102.5667,"C"
"897","San Pedro Huamelula",16.0167,-95.6667,"B"
"898","Platón Sánchez",21.2833,-98.3667,"A"
"899","China",25.7033,-99.2365,"B"
"900","San Nicolas Buenos Aires",19.1667,-97.55,"C"
"901","Tzucacab",20.0708,-89.0506,"A"
"902","Anáhuac",28.48,-106.7442,"B"
"903","Cuicatlan",17.8,-96.95,"B"
"904","Coycoyan de las Flores",17.2667,-98.2667,"C"
"905","Jilotlán de los Dolores",19.3719,-103.0193,"A"
"906","Huichapan",20.3733,-99.6489,"B"
"907","Cuencamé de Ceniceros",24.8667,-103.7,"B"
"908","Tekit",20.5322,-89.3314,"A"
"909","Etchojoa",26.8667,-109.65,"B"
"910","Ciudad Cuauhtémoc",21.2833,-98.3667,"A"
"911","Santo Tomás de los Plátanos",19.1817,-100.2589,"A"
"912","Pueblo Viejo",19.179,-100.2984,"A"
"913","San Gregorio Atzompa",19.0224,-98.3445,"C"
"914","Tepetlán",19.6667,-96.8,"C"
"915","Comala",19.3208,-103.7603,"A"
"916","Tila",17.3006,-92.4259,"A"
"917","Xicoténcatl",22.9958,-98.9447,"A"
"918","Villa Aldama",19.65,-97.2333,"C"
"919","Cuervos",32.6308,-114.8569,"B"
"920","Lototla",20.8392,-98.7178,"C"
"921","Chanal",16.6601,-92.2599,"C"
"922","Tlahualilo de Zaragoza",26.1083,-103.4431,"B"
"923","Seybaplaya",19.6394,-90.6883,NA
"924","Carácuaro",19.0167,-101.1261,"A"
"925","Santa María Jacatepec",17.85,-96.2,"A"
"926","San Juanito de Escobedo",20.8,-104,"C"
"927","Halachó",20.4764,-90.0819,"A"
"928","Zacualpan de Amilpas",18.7836,-98.7594,"A"
"929","Ecatzingo",18.95,-98.75,"C"
"930","San Agustín de las Juntas",17,-96.7167,"B"
"931","Doctor Arroyo",23.6667,-100.1667,"B"
"932","San Pablo Huixtepec",16.8167,-96.7833,"B"
"933","Choix",26.7086,-108.3253,"B"
"934","Mascota",20.5235,-104.7886,"C"
"935","Tlahuiltepa",20.9233,-98.9497,"C"
"936","Otumba",19.6989,-98.7572,"C"
"937","Santa Isabel Cholula",19,-98.3667,"C"
"938","Santa María Ajoloapan",19.9692,-99.0353,"C"
"939","Santo Domingo Petapa",16.8167,-95.1333,"A"
"940","Tecoh",20.7419,-89.4744,"A"
"941","Ciudad Insurgentes",25.2617,-111.7744,"B"
"942","Amatlán de los Reyes",18.8457,-96.9149,"A"
"943","Coatetelco",18.7294,-99.3256,"A"
"944","San Pedro Atocpan",19.2006,-99.0492,"C"
"945","Ixtapa Zihuatanejo",17.6367,-101.5514,"A"
"946","Chilón",17.1055,-92.2715,"A"
"947","San Francisco Ixhuatan",16.35,-94.4833,"A"
"948","Higuera de Zaragoza",25.95,-109.2833,"B"
"949","Tepechitlán",21.6667,-103.3333,"C"
"950","Lerma",19.8,-90.6,"A"
"951","Tzitzio",19.5856,-100.9231,"C"
"952","San Francisco Chimalpa",19.4419,-99.3419,"C"
"953","Almoloya del Río",19.1586,-99.4886,"C"
"954","La Junta",28.4778,-107.3317,"B"
"955","Santa María del Tule",17.0465,-96.6363,"B"
"956","Santa Cruz Atizapán",19.1756,-99.4886,"C"
"957","San José de Gracia",22.15,-102.4167,"B"
"958","Tepetitlan",20.1842,-99.3808,"B"
"959","Tataltepec de Valdés",16.3064,-97.5461,"A"
"960","Ayapango",19.1264,-98.8028,"C"
"961","Santa María Xadani",16.3667,-95.0167,"A"
"962","San Juan Ixcaquixtla",18.45,-97.8167,"C"
"963","Hostotipaquillo",21.2167,-103.85,"C"
"964","Lázaro Cárdenas",28.3897,-105.6236,"B"
"965","Monte Escobedo",22.3,-103.5667,"B"
"966","Teotitlán",18.1333,-97.0833,"B"
"967","Pantelhó",17,-92.4833,"A"
"968","Rayón",19.1481,-99.58,"C"
"969","Vícam Pueblo",27.6422,-110.2897,"B"
"970","El Espinal",16.4906,-95.0444,"A"
"971","Ahumada",30.6186,-106.5122,"B"
"972","Coahuitlán",20.2667,-97.7167,"A"
"973","San Pedro Ixtlahuaca",17.05,-96.8167,"C"
"974","Ayotoxco de Guerrero",20.1,-97.4,"A"
"975","Bacobampo",26.9889,-109.65,"B"
"976","Hueyotlipan",18.9,-97.85,"C"
"977","San Pablo Villa de Mitla",16.917,-96.4,"B"
"978","San Quintín",30.4837,-115.95,"B"
"979","Esperanza",27.58,-109.9298,"B"
"980","Nautla",20.2167,-96.7833,"A"
"981","Altata",24.6333,-107.9167,"B"
"982","Mazatán",29.0167,-110.1333,"B"
"983","Punta Prieta",28.9289,-114.1556,"B"
